idade,sexo,raca_cor,serie,turno,nota_portugues,nota_matematica,distorcao_idade_serie,faltas_anuais,repeticoes_anteriores,trabalha,renda_familiar,escolaridade_pai,escolaridade_mae,evasao
16,F,Preta,2ano,vespertino,6.61,6.74,0,8,0,0,1390,0,1,0
17,F,Preta,2ano,matutino,5.45,4.1,1,20,0,0,1620,0,1,0
17,M,Branca,2ano,matutino,7.16,5.46,1,13,0,1,2448,2,0,0
17,F,Parda,2ano,matutino,4.06,8.74,1,14,0,0,501,1,0,0
15,M,Branca,1ano,vespertino,2.07,5.96,0,6,0,0,873,0,1,0
15,F,Parda,1ano,matutino,7.4,6.91,0,15,0,1,1539,0,2,0
16,F,Parda,2ano,matutino,6.96,9.17,0,12,0,0,2941,1,2,0
16,F,Parda,1ano,matutino,7.82,8.57,1,20,0,0,2509,2,0,0
15,M,Branca,1ano,noturno,7.08,8.15,0,7,0,0,817,1,3,0
17,F,Branca,3ano,matutino,3.58,6.34,0,12,0,1,1836,0,2,0
20,F,Branca,2ano,matutino,3.81,7.28,4,31,2,1,799,1,2,1
15,M,Branca,1ano,matutino,8.0,8.59,0,13,0,1,871,0,1,0
16,M,Branca,2ano,vespertino,3.83,6.96,0,9,0,0,944,0,1,0
18,F,Parda,3ano,matutino,5.54,6.12,1,10,0,0,724,1,2,0
16,M,Parda,1ano,matutino,3.97,4.71,1,16,0,1,2181,0,0,1
17,F,Parda,3ano,noturno,8.63,7.25,0,8,0,0,2552,2,2,0
18,M,Parda,3ano,noturno,3.17,2.19,1,19,0,1,879,0,1,1
16,F,Branca,2ano,vespertino,7.14,3.37,0,16,0,0,1392,0,3,0
16,M,Parda,2ano,vespertino,4.15,8.05,0,16,0,1,891,0,2,0
16,M,Branca,1ano,noturno,7.19,8.97,1,14,0,1,572,2,2,0
18,M,Branca,3ano,noturno,7.16,6.35,1,20,0,1,506,3,3,0
16,F,Branca,2ano,vespertino,6.62,7.63,0,8,0,0,4908,0,2,0
17,F,Parda,3ano,noturno,8.85,9.07,0,16,0,1,668,1,3,0
16,M,Parda,2ano,noturno,9.98,2.48,0,13,0,1,2014,3,0,0
15,F,Branca,1ano,noturno,0.0,1.4,0,16,0,1,1655,3,1,1
16,M,Preta,1ano,matutino,5.65,3.82,1,7,0,0,500,0,2,0
17,M,Parda,2ano,noturno,4.9,3.62,1,18,0,1,1701,1,1,1
16,F,Parda,2ano,vespertino,7.91,4.82,0,13,0,0,1534,1,2,0
15,M,Branca,1ano,vespertino,8.11,10.0,0,18,0,0,1188,1,1,0
17,M,Branca,3ano,matutino,2.88,1.98,0,8,0,0,855,2,0,0
18,F,Branca,3ano,matutino,5.93,3.52,1,15,0,0,1209,0,1,0
16,F,Branca,2ano,noturno,4.59,8.74,0,16,0,1,1769,2,0,1
17,M,Preta,2ano,vespertino,7.12,9.44,1,23,0,1,608,0,2,1
15,M,Branca,1ano,matutino,8.29,6.57,0,9,0,0,3826,0,0,0
18,F,Branca,3ano,vespertino,3.87,1.27,1,14,0,0,2100,1,3,1
15,F,Branca,1ano,matutino,6.02,4.35,0,16,0,1,500,3,0,0
17,M,Parda,3ano,vespertino,4.02,4.33,0,11,0,1,1013,1,2,1
16,F,Branca,2ano,vespertino,2.78,5.48,0,9,0,0,6658,3,2,0
16,F,Branca,2ano,vespertino,8.36,5.12,0,12,0,0,1613,1,3,0
15,M,Branca,1ano,matutino,8.19,10.0,0,17,0,1,678,1,1,0
15,M,Parda,1ano,matutino,3.95,7.16,0,8,0,1,2021,0,0,0
18,F,Parda,3ano,matutino,8.25,5.62,1,10,0,0,500,0,1,0
17,M,Parda,2ano,vespertino,3.55,5.92,1,15,0,1,1502,1,1,0
18,M,Parda,2ano,noturno,7.62,1.95,2,24,1,1,811,0,0,1
18,F,Parda,3ano,noturno,3.96,2.15,1,14,0,1,1254,3,0,1
17,F,Branca,3ano,vespertino,6.05,10.0,0,11,0,0,500,0,2,0
17,F,Parda,3ano,matutino,5.76,4.75,0,13,0,1,858,1,1,0
15,F,Branca,1ano,matutino,1.13,1.24,0,15,0,1,500,0,1,1
17,F,Preta,2ano,noturno,5.33,7.53,1,13,0,0,738,1,2,0
18,F,Parda,3ano,vespertino,5.77,8.85,1,9,0,0,1335,0,2,0
16,F,Parda,2ano,matutino,3.67,9.68,0,9,0,0,2954,2,0,0
16,F,Parda,1ano,vespertino,4.96,5.82,1,12,0,0,8703,0,2,0
17,M,Branca,3ano,vespertino,8.12,6.24,0,12,0,0,629,1,1,0
17,F,Parda,2ano,matutino,5.82,6.09,1,15,0,0,1816,2,2,0
17,F,Branca,2ano,matutino,4.96,5.66,1,16,0,0,926,2,1,0
17,M,Parda,3ano,vespertino,3.28,5.3,0,8,0,0,954,3,0,0
18,M,Branca,2ano,matutino,4.42,1.77,2,17,1,0,1301,0,0,1
17,M,Parda,2ano,matutino,5.79,4.04,1,19,0,1,1067,0,2,0
15,M,Branca,1ano,noturno,5.38,5.26,0,12,0,1,5398,0,1,0
16,M,Parda,2ano,noturno,4.01,2.14,0,13,0,1,954,3,0,1
15,M,Parda,1ano,matutino,4.6,2.63,0,9,0,0,500,3,2,1
17,M,Parda,3ano,matutino,4.16,3.83,0,16,0,1,1403,1,3,1
17,M,Parda,3ano,vespertino,8.91,7.33,0,8,0,0,513,2,0,0
15,F,Parda,1ano,matutino,8.71,4.5,0,9,0,0,902,1,0,0
15,F,Parda,1ano,noturno,6.02,5.04,0,13,0,0,2829,3,0,0
19,F,Branca,3ano,vespertino,6.88,4.56,2,17,1,0,993,0,0,1
15,F,Parda,1ano,matutino,9.0,6.0,0,8,0,0,1837,2,0,0
19,M,Preta,2ano,noturno,7.92,5.17,3,20,1,1,1025,1,0,0
17,F,Parda,2ano,matutino,4.36,4.53,1,11,0,0,1493,1,0,0
17,F,Preta,2ano,vespertino,6.72,9.97,1,21,0,1,694,1,1,1
15,F,Parda,1ano,noturno,5.39,3.66,0,9,0,0,2319,1,1,0
16,F,Branca,2ano,matutino,7.78,5.43,0,7,0,0,500,2,0,0
16,M,Branca,2ano,matutino,1.32,4.8,0,8,0,0,638,0,0,1
16,F,Parda,2ano,noturno,0.44,6.8,0,10,0,0,1293,0,0,0
15,F,Branca,1ano,vespertino,6.83,7.79,0,9,0,0,2344,1,3,0
17,M,Branca,2ano,matutino,6.47,6.42,1,7,0,0,1435,2,0,0
17,M,Branca,2ano,matutino,7.05,5.37,1,11,0,0,1826,1,0,0
15,M,Parda,1ano,matutino,4.24,4.77,0,12,0,0,500,2,0,1
16,M,Parda,1ano,vespertino,3.02,5.74,1,20,0,0,941,1,2,0
16,F,Branca,1ano,matutino,4.96,2.82,1,7,0,0,1466,2,1,1
15,F,Branca,1ano,matutino,2.45,7.3,0,22,0,1,1267,2,1,1
15,M,Parda,1ano,matutino,3.7,9.25,0,9,0,0,510,3,1,0
18,M,Parda,3ano,vespertino,7.68,10.0,1,17,0,1,617,1,1,0
16,F,Parda,2ano,noturno,5.25,7.2,0,15,0,1,1090,2,0,0
17,F,Branca,3ano,vespertino,4.87,2.06,0,11,0,1,2202,1,3,1
19,F,Parda,3ano,vespertino,3.93,8.89,2,17,1,0,6503,1,1,1
15,M,Branca,1ano,noturno,4.85,5.7,0,16,0,1,506,0,1,1
17,F,Preta,2ano,matutino,6.37,6.38,1,18,0,0,1261,1,2,0
18,M,Preta,3ano,matutino,6.91,4.93,1,20,0,1,536,0,0,0
16,M,Branca,2ano,matutino,3.39,8.28,0,8,0,0,1188,3,2,0
17,M,Branca,2ano,matutino,6.24,4.45,1,11,0,0,890,2,2,0
18,F,Branca,2ano,noturno,9.72,5.29,2,18,1,1,1680,1,2,1
15,F,Branca,1ano,matutino,4.37,3.19,0,9,0,0,500,0,1,0
16,M,Parda,2ano,noturno,6.77,5.25,0,10,0,1,929,1,1,0
17,F,Branca,3ano,matutino,5.4,6.85,0,12,0,0,1321,3,1,0
18,F,Branca,3ano,vespertino,5.92,7.22,1,14,0,1,1427,0,2,0
15,M,Branca,1ano,matutino,7.62,6.68,0,10,0,0,1575,3,0,0
16,M,Parda,2ano,matutino,6.66,2.61,0,13,0,1,1375,0,0,1
15,M,Branca,1ano,matutino,7.12,2.51,0,18,0,0,3312,1,2,0
17,M,Branca,3ano,vespertino,3.83,7.16,0,15,0,1,3511,2,0,0
17,F,Branca,1ano,vespertino,4.9,10.0,2,19,1,0,1025,1,1,0
17,M,Branca,3ano,noturno,7.84,4.46,0,13,0,1,799,0,0,1
17,M,Branca,3ano,noturno,4.08,7.51,0,12,0,1,1423,3,1,1
15,M,Parda,1ano,vespertino,6.61,5.53,0,8,0,0,2312,2,2,0
15,M,Amarela,1ano,noturno,7.94,7.25,0,11,0,0,1252,0,1,0
17,M,Branca,3ano,matutino,7.44,6.07,0,13,0,1,507,1,0,0
17,F,Branca,1ano,matutino,4.91,6.12,2,14,1,0,2610,1,0,1
18,M,Branca,2ano,matutino,5.54,4.63,2,28,1,1,1662,1,0,1
17,M,Branca,3ano,vespertino,6.55,5.8,0,8,0,0,4949,1,0,0
17,M,Parda,2ano,vespertino,4.38,6.39,1,12,0,1,666,2,2,0
17,F,Parda,2ano,vespertino,4.25,3.97,1,9,0,0,1465,0,0,1
16,F,Branca,2ano,noturno,4.95,7.3,0,12,0,0,1713,0,1,0
15,F,Branca,1ano,matutino,8.42,4.95,0,21,0,1,1013,1,1,1
17,M,Branca,3ano,noturno,3.36,10.0,0,16,0,1,567,0,2,0
18,F,Branca,1ano,vespertino,6.58,7.76,3,16,1,0,1517,0,1,0
17,F,Parda,1ano,vespertino,6.68,7.74,2,17,1,0,859,3,0,1
15,M,Parda,1ano,matutino,9.44,5.2,0,10,0,0,1239,1,0,0
17,F,Branca,3ano,matutino,10.0,7.12,0,11,0,0,1252,1,1,0
16,F,Branca,1ano,matutino,4.06,6.97,1,12,0,0,520,3,1,0
18,F,Parda,3ano,noturno,7.3,2.19,1,17,0,1,856,3,1,0
18,M,Parda,2ano,vespertino,4.87,6.44,2,17,1,0,873,2,1,1
17,M,Branca,3ano,matutino,7.01,10.0,0,4,0,0,1278,1,2,0
18,F,Parda,3ano,noturno,3.77,1.85,1,21,0,1,1772,0,2,1
17,M,Parda,3ano,vespertino,6.71,9.23,0,7,0,0,1567,0,1,0
18,M,Branca,3ano,noturno,9.6,8.61,1,22,0,1,2433,0,1,1
15,F,Parda,1ano,vespertino,3.74,3.25,0,12,0,0,1373,1,3,1
20,M,Parda,3ano,vespertino,7.83,3.92,3,20,1,0,5991,0,2,1
17,M,Branca,2ano,vespertino,7.26,7.42,1,20,0,1,1656,2,2,0
16,M,Preta,2ano,vespertino,8.7,1.51,0,8,0,0,500,3,1,0
17,M,Branca,3ano,matutino,6.48,6.62,0,13,0,0,888,1,0,0
17,M,Branca,3ano,matutino,6.43,7.81,0,8,0,0,15600,2,0,0
16,F,Parda,2ano,noturno,7.7,7.57,0,8,0,0,500,1,0,0
19,F,Branca,2ano,vespertino,10.0,5.0,3,27,1,1,1776,0,2,1
18,M,Branca,2ano,vespertino,6.0,6.17,2,13,1,0,7386,2,1,0
16,F,Parda,2ano,vespertino,6.75,6.37,0,13,0,1,500,0,2,0
16,M,Parda,1ano,vespertino,6.57,6.1,1,10,0,0,4318,2,0,0
19,M,Branca,2ano,matutino,3.59,6.15,3,27,1,1,4312,0,1,1
17,F,Parda,1ano,matutino,4.55,9.08,2,13,1,0,980,2,2,1
15,F,Branca,1ano,matutino,4.02,4.68,0,16,0,0,500,2,3,1
17,M,Branca,3ano,matutino,7.18,9.43,0,14,0,1,2004,0,0,0
16,F,Parda,2ano,matutino,5.56,9.93,0,13,0,0,1147,2,1,0
18,M,Parda,3ano,noturno,5.41,3.8,1,19,0,1,1061,2,1,0
18,F,Parda,2ano,matutino,7.0,4.23,2,18,1,0,2109,1,1,1
17,F,Parda,1ano,noturno,4.31,1.26,2,23,1,1,1245,1,2,1
16,F,Preta,1ano,noturno,5.76,2.18,1,22,0,1,500,0,0,1
16,F,Branca,1ano,matutino,7.71,3.81,1,16,0,0,1124,1,3,0
17,F,Parda,3ano,vespertino,6.32,4.53,0,8,0,0,1649,2,2,0
16,F,Parda,1ano,vespertino,7.77,6.57,1,17,0,1,1830,0,0,0
16,M,Preta,2ano,noturno,2.51,4.17,0,6,0,0,3428,1,1,1
18,F,Parda,3ano,vespertino,6.44,4.71,1,10,0,0,500,1,1,1
17,F,Branca,3ano,matutino,6.12,9.53,0,14,0,1,2765,2,1,0
16,M,Parda,1ano,matutino,6.91,8.92,1,17,0,0,907,1,2,0
17,F,Parda,1ano,noturno,3.39,6.48,2,24,1,1,1430,3,1,1
16,F,Parda,1ano,matutino,4.88,10.0,1,16,0,0,2468,2,2,0
16,F,Branca,1ano,noturno,3.64,5.0,1,14,0,0,670,1,3,0
16,M,Preta,1ano,matutino,5.12,4.92,1,12,0,0,905,2,1,0
18,M,Parda,2ano,vespertino,10.0,7.54,2,20,1,0,1932,0,1,0
17,M,Parda,3ano,vespertino,5.38,7.26,0,15,0,0,766,1,2,0
17,M,Parda,2ano,matutino,4.03,6.17,1,14,0,0,1604,1,2,0
18,M,Branca,2ano,matutino,3.34,4.43,2,16,1,0,519,0,0,1
16,F,Parda,1ano,matutino,4.39,5.67,1,15,0,1,3240,2,0,0
17,M,Parda,3ano,noturno,5.6,6.32,0,18,0,1,2246,1,2,0
16,M,Parda,2ano,vespertino,7.31,3.73,0,18,0,0,667,1,1,0
18,M,Branca,3ano,matutino,6.98,4.51,1,12,0,0,2941,0,0,0
17,M,Branca,3ano,vespertino,7.44,4.42,0,9,0,0,1722,2,0,0
17,F,Parda,1ano,matutino,8.21,4.65,2,21,1,1,572,0,3,1
18,M,Branca,1ano,vespertino,7.41,4.7,3,18,1,0,2127,0,0,1
15,F,Preta,1ano,noturno,7.76,5.02,0,4,0,0,2171,0,2,0
16,F,Parda,2ano,noturno,10.0,3.21,0,17,0,1,500,2,2,1
17,F,Branca,3ano,noturno,7.04,4.57,0,15,0,0,500,0,1,0
16,M,Branca,2ano,matutino,6.11,6.82,0,21,0,1,887,1,2,0
19,F,Branca,3ano,matutino,6.01,6.99,2,16,1,1,679,3,2,0
16,F,Branca,2ano,noturno,5.15,6.22,0,10,0,0,2037,0,1,0
16,F,Branca,1ano,matutino,4.25,4.65,1,15,0,0,719,1,0,0
17,F,Parda,1ano,matutino,2.98,4.47,2,12,1,0,757,1,0,1
17,F,Parda,2ano,matutino,10.0,3.65,1,8,0,0,5227,0,2,0
17,F,Parda,2ano,noturno,4.49,5.99,1,9,0,0,3359,0,2,0
16,F,Parda,2ano,vespertino,7.64,7.08,0,3,0,0,500,0,2,0
18,F,Parda,1ano,noturno,6.22,8.76,3,25,1,1,3616,0,2,1
17,M,Branca,3ano,matutino,5.88,7.61,0,17,0,1,4309,2,1,0
16,F,Parda,1ano,matutino,6.66,7.56,1,13,0,0,1100,0,2,0
17,F,Branca,3ano,matutino,6.29,6.39,0,5,0,0,900,0,1,0
15,F,Parda,1ano,noturno,2.08,6.66,0,12,0,0,500,2,1,0
15,F,Parda,1ano,matutino,6.44,5.08,0,11,0,0,500,3,0,0
16,M,Branca,2ano,noturno,7.46,3.71,0,8,0,0,1127,1,2,0
16,F,Parda,2ano,vespertino,7.38,7.42,0,13,0,0,845,1,1,0
16,M,Preta,2ano,noturno,4.19,9.69,0,17,0,0,936,2,3,0
17,F,Parda,2ano,noturno,7.29,4.64,1,17,0,1,1641,0,1,0
18,M,Parda,3ano,vespertino,4.21,5.23,1,17,0,1,5104,1,1,1
16,M,Branca,2ano,vespertino,0.14,5.85,0,13,0,1,769,0,2,0
16,M,Branca,2ano,matutino,2.45,8.11,0,12,0,0,770,2,3,0
16,M,Branca,2ano,noturno,2.62,5.94,0,12,0,1,1108,2,2,0
16,M,Parda,1ano,noturno,9.26,6.98,1,18,0,0,1000,2,2,0
18,F,Branca,2ano,vespertino,6.26,7.14,2,20,1,1,4784,3,0,1
17,M,Branca,1ano,matutino,2.55,5.2,2,18,1,0,1054,2,0,1
16,F,Branca,2ano,noturno,7.67,6.41,0,11,0,1,2555,0,1,0
18,M,Parda,1ano,noturno,7.88,3.49,3,16,1,0,9781,1,0,1
17,M,Branca,3ano,vespertino,7.3,9.85,0,13,0,1,4950,3,2,0
16,M,Branca,2ano,noturno,6.13,7.67,0,17,0,1,1066,0,3,0
17,M,Branca,3ano,vespertino,6.78,9.14,0,12,0,0,849,0,0,0
16,F,Preta,2ano,matutino,4.21,6.43,0,9,0,0,574,2,2,0
16,F,Branca,1ano,vespertino,7.05,5.36,1,12,0,0,1340,1,2,0
17,F,Branca,3ano,matutino,6.23,2.4,0,18,0,1,500,1,0,0
16,F,Parda,2ano,vespertino,2.07,5.06,0,16,0,1,7401,0,2,0
17,F,Branca,3ano,vespertino,4.74,5.88,0,15,0,0,797,2,3,0
16,F,Parda,2ano,matutino,5.99,4.7,0,14,0,1,1272,0,0,0
16,F,Parda,2ano,matutino,2.76,4.53,0,8,0,0,1534,3,1,1
19,M,Parda,3ano,vespertino,5.36,3.63,2,13,1,0,500,1,0,1
18,F,Branca,2ano,noturno,4.21,5.67,2,18,1,1,2750,2,2,1
18,M,Branca,1ano,noturno,2.46,3.79,3,22,1,1,1803,0,2,1
17,F,Parda,2ano,matutino,8.33,6.71,1,18,0,1,992,2,1,0
16,F,Branca,2ano,noturno,6.82,5.64,0,24,0,1,1675,3,1,0
17,M,Parda,3ano,matutino,4.93,3.68,0,14,0,1,1156,0,2,1
17,F,Parda,2ano,matutino,7.93,8.71,1,16,0,1,1222,2,0,0
16,M,Branca,2ano,vespertino,9.08,7.26,0,8,0,0,724,1,3,0
18,F,Parda,3ano,matutino,3.81,4.44,1,16,0,0,1362,0,1,1
19,F,Parda,2ano,noturno,8.61,3.05,3,29,1,1,1732,2,1,1
18,F,Preta,3ano,matutino,7.81,6.62,1,14,0,0,639,1,1,0
19,M,Branca,2ano,matutino,7.56,7.64,3,21,1,1,1557,0,2,1
15,M,Branca,1ano,vespertino,8.98,5.19,0,13,0,1,500,2,0,0
18,M,Branca,3ano,matutino,10.0,7.59,1,15,0,1,3342,0,0,0
16,M,Branca,1ano,matutino,7.6,5.66,1,20,0,1,500,1,1,0
15,M,Preta,1ano,matutino,7.5,7.34,0,16,0,1,500,0,2,0
17,M,Parda,2ano,matutino,5.44,7.37,1,13,0,1,828,3,0,0
19,F,Branca,3ano,noturno,4.97,2.23,2,22,1,1,1487,2,0,1
20,F,Branca,3ano,matutino,7.83,5.59,3,29,1,1,978,1,1,1
16,M,Parda,1ano,vespertino,4.72,2.14,1,15,0,0,2380,1,2,1
15,M,Branca,1ano,vespertino,8.78,5.61,0,7,0,0,1027,2,1,0
18,F,Branca,3ano,vespertino,4.93,2.03,1,11,0,0,1061,2,3,1
16,F,Parda,1ano,vespertino,10.0,7.07,1,22,0,1,1122,1,1,0
15,M,Parda,1ano,vespertino,7.39,2.55,0,6,0,0,4921,0,0,0
16,M,Branca,1ano,noturno,5.93,5.08,1,13,0,1,903,2,0,0
16,M,Parda,2ano,matutino,3.63,6.01,0,10,0,0,9430,2,2,0
17,M,Parda,3ano,noturno,3.5,3.44,0,12,0,1,6195,0,2,1
19,F,Parda,3ano,matutino,7.25,6.95,2,25,1,1,500,1,2,1
18,M,Branca,2ano,vespertino,8.92,6.61,2,15,1,0,2669,2,1,0
15,M,Parda,1ano,vespertino,3.09,5.13,0,15,0,1,777,1,1,0
15,F,Parda,1ano,matutino,7.89,7.42,0,7,0,0,1432,3,0,0
16,F,Branca,2ano,matutino,7.09,6.27,0,18,0,0,500,0,1,0
18,M,Parda,1ano,matutino,8.85,5.93,3,15,1,0,1191,1,0,0
16,F,Parda,1ano,matutino,7.73,6.06,1,10,0,0,11901,1,1,0
15,F,Parda,1ano,vespertino,7.61,2.33,0,13,0,0,686,0,0,0
15,F,Parda,1ano,matutino,6.7,5.76,0,15,0,1,2363,2,3,0
16,M,Branca,2ano,noturno,6.91,6.24,0,4,0,0,1444,1,1,0
16,M,Branca,2ano,noturno,5.64,6.01,0,13,0,1,855,1,2,0
17,F,Branca,1ano,matutino,4.77,3.04,2,15,1,0,3465,0,1,1
18,F,Branca,2ano,matutino,5.77,6.57,2,22,1,1,908,2,2,1
18,F,Parda,3ano,matutino,4.64,4.56,1,16,0,1,1272,1,2,1
17,F,Parda,3ano,noturno,5.18,7.36,0,15,0,0,1587,1,0,0
17,F,Branca,3ano,matutino,7.94,3.62,0,16,0,0,3483,2,0,0
16,M,Parda,2ano,matutino,4.23,8.96,0,15,0,1,961,1,3,0
17,M,Amarela,3ano,noturno,5.87,5.45,0,13,0,1,8014,3,0,0
15,F,Parda,1ano,vespertino,3.23,2.19,0,8,0,0,500,0,3,1
16,M,Parda,1ano,matutino,5.54,5.9,1,17,0,1,812,3,0,0
15,F,Branca,1ano,noturno,8.72,7.41,0,6,0,0,3529,1,2,0
16,M,Parda,2ano,noturno,6.16,2.64,0,14,0,1,832,0,2,1
16,M,Branca,2ano,vespertino,3.89,5.54,0,15,0,0,1505,2,2,0
17,F,Parda,1ano,matutino,5.74,1.16,2,13,1,0,606,1,2,1
18,M,Parda,3ano,vespertino,5.51,8.84,1,15,0,1,500,2,1,0
15,F,Branca,1ano,matutino,5.09,5.92,0,14,0,1,866,1,3,0
16,M,Branca,1ano,vespertino,6.87,8.24,1,23,0,1,2398,0,1,0
15,F,Parda,1ano,matutino,5.26,6.91,0,16,0,1,808,2,0,0
18,M,Branca,2ano,vespertino,6.37,1.58,2,14,1,0,1218,0,3,1
16,M,Branca,1ano,noturno,4.5,3.6,1,15,0,1,876,1,2,1
17,M,Preta,1ano,noturno,7.55,3.82,2,19,1,1,2258,0,2,1
15,M,Parda,1ano,noturno,9.42,4.64,0,12,0,0,500,0,1,0
17,F,Parda,3ano,matutino,5.21,6.08,0,12,0,0,1196,1,2,0
18,M,Branca,3ano,matutino,5.96,3.78,1,13,0,0,990,1,2,1
17,M,Branca,2ano,vespertino,6.57,6.08,1,12,0,0,632,3,1,0
19,F,Branca,2ano,matutino,6.17,7.01,3,16,1,0,3465,1,0,0
17,F,Branca,3ano,matutino,7.17,3.71,0,13,0,1,500,1,2,0
17,F,Branca,3ano,noturno,7.8,4.38,0,13,0,1,1749,2,2,1
16,F,Indígena,2ano,matutino,3.25,8.86,0,18,0,1,1882,0,0,0
18,F,Branca,3ano,matutino,6.75,7.18,1,13,0,0,955,3,0,0
19,M,Branca,3ano,vespertino,6.5,4.77,2,17,1,0,6209,0,2,1
18,F,Parda,3ano,noturno,9.11,8.09,1,25,0,1,1848,2,2,1
16,M,Parda,2ano,vespertino,6.25,4.78,0,5,0,0,737,1,1,0
17,F,Indígena,1ano,matutino,4.37,6.51,2,15,1,1,2140,2,1,1
17,M,Branca,1ano,vespertino,8.9,2.6,2,19,1,0,897,1,0,1
17,M,Branca,2ano,noturno,8.57,7.19,1,15,0,1,946,2,2,0
16,F,Parda,2ano,matutino,8.27,5.69,0,9,0,0,3223,3,2,0
16,M,Parda,2ano,vespertino,8.83,6.0,0,7,0,0,2019,0,0,0
17,M,Branca,2ano,vespertino,4.4,4.78,1,11,0,0,3091,1,2,1
17,F,Preta,2ano,vespertino,4.27,9.12,1,9,0,0,500,0,1,0
17,F,Parda,3ano,matutino,7.1,7.75,0,12,0,1,1744,2,1,0
15,F,Branca,1ano,noturno,5.91,4.3,0,16,0,1,4429,3,3,0
17,F,Parda,1ano,matutino,3.7,4.54,2,27,1,1,536,1,2,1
19,M,Branca,3ano,matutino,5.81,6.33,2,18,1,0,1510,2,1,1
18,F,Branca,3ano,matutino,8.03,3.23,1,19,0,1,1102,2,2,1
19,M,Branca,3ano,vespertino,1.48,5.62,2,23,1,1,2346,2,0,1
18,M,Branca,3ano,matutino,7.39,5.49,1,10,0,0,853,0,0,0
18,F,Branca,3ano,noturno,2.64,6.2,1,17,0,1,2496,2,1,0
15,F,Parda,1ano,noturno,5.82,4.54,0,14,0,1,1049,3,1,1
17,M,Parda,2ano,matutino,5.74,6.49,1,7,0,0,11643,2,1,0
15,M,Branca,1ano,noturno,4.88,5.16,0,14,0,1,1772,0,0,0
17,F,Branca,2ano,noturno,6.15,6.48,1,15,0,0,8277,2,1,0
17,M,Parda,3ano,matutino,9.26,5.8,0,14,0,1,2228,3,0,0
16,M,Branca,1ano,vespertino,5.32,5.61,1,20,0,1,979,0,1,0
16,M,Branca,2ano,noturno,6.37,5.8,0,9,0,0,1372,1,1,0
16,M,Branca,1ano,noturno,6.13,2.53,1,17,0,0,1810,0,1,0
15,M,Parda,1ano,vespertino,6.12,4.16,0,16,0,1,500,3,0,0
15,F,Preta,1ano,noturno,5.32,4.88,0,15,0,1,2866,1,2,0
16,M,Parda,1ano,vespertino,3.8,6.21,1,13,0,0,1520,0,1,0
18,M,Parda,3ano,matutino,5.2,5.59,1,11,0,0,2054,0,0,0
18,M,Parda,2ano,matutino,9.71,7.5,2,16,1,0,2177,1,0,0
17,M,Indígena,3ano,vespertino,7.97,10.0,0,11,0,0,500,3,1,0
16,M,Parda,2ano,matutino,5.01,5.35,0,5,0,0,1423,1,3,0
15,M,Branca,1ano,matutino,9.3,6.65,0,7,0,0,1334,3,1,0
15,M,Branca,1ano,matutino,2.62,6.83,0,18,0,1,500,2,3,0
19,M,Branca,3ano,noturno,6.21,10.0,2,17,1,0,4233,2,2,0
17,F,Branca,1ano,vespertino,2.62,5.85,2,25,1,1,5928,0,3,1
17,M,Parda,3ano,matutino,9.06,2.32,0,16,0,1,971,0,2,0
17,F,Parda,1ano,matutino,4.18,5.64,2,16,1,0,1991,2,2,1
18,F,Parda,2ano,matutino,7.83,0.87,2,18,1,1,1260,0,0,1
17,M,Branca,3ano,matutino,7.93,4.33,0,17,0,1,988,1,1,0
15,M,Parda,1ano,vespertino,8.07,5.01,0,12,0,1,921,1,2,0
15,M,Branca,1ano,matutino,5.79,4.84,0,9,0,0,500,2,1,0
17,F,Parda,3ano,noturno,1.39,10.0,0,12,0,1,1758,1,1,0
15,F,Parda,1ano,matutino,6.34,10.0,0,10,0,0,788,0,0,0
16,M,Parda,2ano,matutino,5.31,6.83,0,8,0,0,2117,2,1,0
16,M,Branca,2ano,noturno,5.61,9.88,0,16,0,1,913,2,2,0
15,M,Parda,1ano,matutino,4.6,6.85,0,10,0,0,508,0,2,0
18,F,Preta,3ano,matutino,4.01,9.18,1,19,0,0,749,1,1,0
18,F,Parda,3ano,matutino,3.51,3.81,1,9,0,0,1721,0,2,1
16,M,Branca,2ano,vespertino,6.55,6.02,0,16,0,0,978,0,1,0
17,M,Branca,3ano,matutino,5.39,7.08,0,7,0,0,614,0,1,0
17,F,Parda,1ano,noturno,4.2,9.58,2,10,1,0,4657,2,0,1
15,F,Branca,1ano,vespertino,4.15,8.46,0,13,0,1,500,1,0,1
16,M,Parda,2ano,noturno,4.57,4.28,0,6,0,0,3643,1,0,1
17,F,Preta,3ano,vespertino,2.41,7.15,0,21,0,1,3162,0,2,1
16,F,Branca,1ano,noturno,5.64,5.01,1,17,0,0,2606,0,0,0
15,M,Branca,1ano,vespertino,5.3,6.78,0,11,0,0,2365,0,1,0
16,M,Parda,2ano,vespertino,3.16,7.0,0,12,0,0,692,0,0,0
18,M,Branca,3ano,vespertino,6.41,7.23,1,13,0,1,825,2,2,0
16,M,Parda,1ano,vespertino,5.05,7.17,1,10,0,0,5983,0,0,0
16,M,Branca,2ano,matutino,6.97,5.63,0,10,0,0,2992,0,2,0
17,F,Parda,3ano,vespertino,8.54,5.67,0,11,0,1,1921,0,2,0
16,F,Branca,2ano,matutino,5.05,7.67,0,14,0,1,817,2,0,0
15,F,Branca,1ano,vespertino,8.71,1.44,0,6,0,0,634,0,0,0
